MWP,GLON,GLAT,Disp,MajAxis,MinAxis,Reff,e_Reff,theta,e_theta,Ecc,HR2,HR3,RelFlag,HierFlag,IDDR1,IDA14,Dist,IDCW,Simbad,_RA.icrs,_DE.icrs,rank
2G0096133+0020566,9.6134,0.2057,0.06,0.4,0.27,0.34,0.08,63,67,0.74,0.13,0.45,R,,1G009613+002019,G009.612+00.205,5.2,CN136,Simbad,271.5478,-20.5274,2
2G3478557-0033029,347.8558,-0.3303,0.18,0.37,0.3,0.34,0.11,25,109,0.56,0.08,0.31,R,,1G347856-003297,G347.854-00.335,,,Simbad,258.635,-39.2548,2
2G0385515+0015928,38.5515,0.1593,0.15,0.3,0.24,0.27,0.09,57,85,0.58,0.27,0.18,R,,1G038552+001618,G038.550+00.163,11.5,,Simbad,285.2863,5.0726,2
2G3562378+0066541,356.2379,0.6654,0.37,1.1,0.83,0.97,0.22,68,107,0.65,0.13,0.33,R,,1G356244+006747,G356.230+00.670,,CS33,Simbad,263.4319,-31.7675,2
2G0500662-0027952,50.0663,-0.2795,0.34,0.99,0.76,0.88,0.17,70,100,0.65,0.05,0.14,R,,1G050066-002759,G050.068-00.277,,,Simbad,291.1167,15.0686,2
2G0495973-0045795,49.5974,-0.458,0.12,1.07,0.84,0.96,0.06,169,37,0.62,,0.23,C,D,1G049593-004578,G049.592-00.456,5.4,,Simbad,291.0497,14.5711,2
2G0235850+0002451,23.5851,0.0245,0.2,0.62,0.46,0.55,0.19,44,90,0.68,0.11,0.09,C,,1G023585+000273,G023.585+00.029,5.5,,Simbad,278.5453,-8.2995,2
2G0169614-0008562,16.9614,-0.0856,0.05,0.18,0.1,0.14,0.03,174,4,0.83,,0.26,C,,,G016.961-00.087,,,Simbad,275.5025,-14.2146,2
2G0235317-0004784,23.5317,-0.0478,0.32,0.72,0.56,0.65,0.24,47,158,0.63,0.03,0.1,C,,1G023532-000472,,,,Simbad,278.5853,-8.3802,2
2G3289644+0022591,328.9645,0.2259,0.5,2.44,1.98,2.22,0.43,78,75,0.58,0.1,0.18,R,,,G328.962+00.207,,,Simbad,239.5838,-52.9291,2
2G0047490+0030964,4.7491,0.3096,0.26,0.67,0.45,0.57,0.14,113,157,0.74,0.12,0.2,R,,1G004752+003108,G004.753+00.308,,,Simbad,268.8353,-24.6995,2
2G0059471-0014140,5.9471,-0.1414,0.28,0.74,0.58,0.66,0.34,1,91,0.61,0.07,0.08,C,,,G005.946-00.142,,CN72,Simbad,269.922,-23.8886,2
2G3390978+0070290,339.0979,0.7029,0.42,1.99,1.3,1.68,0.19,124,85,0.76,,0.18,C,,1G339100+007036,G339.089+00.713,4.2,,Simbad,250.1468,-45.4672,2
2G3563192-0021986,356.3192,-0.2199,0.06,0.14,0.08,0.12,0.04,170,82,0.8,,0.13,C,,,,,,Simbad,264.3621,-32.1771,2
2G0312684+0048494,31.2684,0.4849,0.2,0.73,0.57,0.66,0.13,85,117,0.62,0.26,0.33,R,,1G031269+004837,G031.268+00.478,15.3,,Simbad,281.6692,-1.2592,2
2G0061315-0025328,6.1316,-0.2533,0.69,0.77,0.69,0.73,0.32,41,109,0.43,0.06,0.15,R,,1G006131-002543,G006.128-00.252,,,Simbad,270.1284,-23.7841,2
2G0069995-0025392,6.9995,-0.2539,0.59,3.94,3.43,3.7,0.48,77,89,0.49,,0.17,C,,1G007004-002556,G007.015-00.271,,CN88 CN89,Simbad,270.5971,-23.0303,2
2G0274752-0003782,27.4753,-0.0378,0.23,0.66,0.55,0.61,0.12,15,106,0.54,0.2,0.18,R,,1G027475-000350,,,,Simbad,280.3991,-4.8721,2
2G0233561-0013872,23.3561,-0.1387,0.31,0.38,0.29,0.34,0.12,64,122,0.66,0.09,0.16,R,,,G023.354-00.136,,,Simbad,278.5851,-8.578,2
2G3332674-0043902,333.2674,-0.439,0.13,0.59,0.5,0.55,0.13,34,107,0.51,0.17,0.22,R,,1G333267-004392,G333.267-00.439,,S47,Simbad,245.4177,-50.4982,2
2G0071948+0023258,7.1948,0.2326,0.02,0.26,0.22,0.24,0.02,30,12,0.55,,0.23,C,,,G007.194+00.233,,,Simbad,270.2432,-22.6199,2
2G0285588-0029064,28.5588,-0.2906,0.11,0.33,0.26,0.3,0.07,53,108,0.64,,0.19,C,,,G028.557-00.291,,,Simbad,281.1214,-4.024,2
2G0518316+0045611,51.8316,0.4561,0.4,0.89,0.59,0.75,0.25,22,73,0.75,0.1,0.1,C,D,,G051.831+00.462,10.3,,Simbad,291.3133,16.9717,2
2G3530681-0002267,353.0681,-0.0227,0.22,0.42,0.35,0.39,0.11,33,68,0.53,0.08,0.26,R,,1G353069-000243,G353.073-00.023,,,Simbad,262.037,-34.7943,2
2G3280370+0029952,328.0371,0.2995,0.16,0.99,0.67,0.84,0.08,155,95,0.73,,0.29,C,,1G328036+002978,G328.043+00.298,,,Simbad,238.317,-53.4673,2
2G3384460-0026048,338.4461,-0.2605,0.1,0.36,0.23,0.3,0.07,32,54,0.76,,0.15,C,,,G338.446-00.261,,,Simbad,250.568,-46.593,2
2G0055247+0003692,5.5247,0.0369,0.1,0.67,0.51,0.59,0.09,124,92,0.65,0.22,0.27,R,,1G005526+000395,G005.524+00.033,,CN67,Simbad,269.5221,-24.1658,2
2G3461076-0037195,346.1076,-0.372,0.15,0.35,0.26,0.31,0.08,157,110,0.67,0.26,0.18,R,,1G346108-003706,G346.109-00.372,,,Simbad,257.3331,-40.691,2
2G0059111-0034148,5.9112,-0.3415,0.47,1.48,1.02,1.27,0.29,56,92,0.72,0.04,0.17,R,,1G005914-003444,G005.915-00.354,,,Simbad,270.0925,-24.0192,2
2G0053518+0008039,5.3519,0.0804,1.25,6.64,4.77,5.78,0.99,38,119,0.7,0.07,0.4,R,,1G005346+000820,G005.332+00.081,,,Simbad,269.386,-24.2936,2
2G0330535-0009376,33.0536,-0.0938,2.23,5.38,4.11,4.79,1.08,20,156,0.64,0.11,0.27,R,,1G033068-000991,G033.051-00.078,7.1,N59,Simbad,282.9984,0.0655,2
2G3323701+0058040,332.3701,0.5804,0.39,0.95,0.69,0.83,0.33,174,103,0.69,0.19,0.17,R,,1G332371+005801,G332.369+00.584,,,Simbad,243.2917,-50.3916,2
2G3012800+0044181,301.28,0.4418,0.24,0.59,0.43,0.52,0.25,167,117,0.69,0.2,0.22,R,,1G301279+004437,G301.282+00.445,,,Simbad,189.2941,-62.3842,2
2G3433675-0023506,343.3675,-0.2351,0.12,0.4,0.38,0.39,0.06,75,70,0.33,,0.15,C,,1G343367-002350,G343.367-00.236,,,Simbad,254.9594,-42.7864,2
2G0106963+0003379,10.6963,0.0338,0.25,1.37,0.77,1.11,0.13,47,37,0.83,,0.19,C,,1G010697+000359,G010.689+00.031,,,Simbad,272.2685,-19.6648,2
2G0303883+0049305,30.3884,0.4931,0.03,0.25,0.16,0.21,0.04,178,96,0.74,,0.19,C,,,G030.388+00.493,,,Simbad,281.26,-2.0385,2
2G0319127+0019540,31.9127,0.1954,0.05,0.45,0.29,0.38,0.04,31,58,0.78,,0.3,C,,1G031915+001943,,,,Simbad,282.2208,-0.818,2
2G3142588+0011615,314.2589,0.1162,0.09,0.56,0.4,0.49,0.08,87,67,0.71,,0.21,C,,1G314258+001166,G314.258+00.117,,,Simbad,216.49,-60.6599,2
2G3518343-0036664,351.8344,-0.3666,0.03,0.26,0.19,0.23,0.04,1,58,0.68,,0.21,C,,,G351.831-00.367,,,Simbad,261.5443,-36.0104,2
2G0303764+0002571,30.3764,0.0257,0.2,0.68,0.53,0.61,0.12,56,44,0.63,0.1,0.32,R,,1G030377+000287,G030.374+00.026,,,Simbad,281.6707,-2.2625,2
2G3563053-0021744,356.3054,-0.2174,0.1,0.53,0.42,0.48,0.08,106,97,0.61,,0.17,C,,1G356305-002183,,,,Simbad,264.3508,-32.1874,2
2G3027374-0080622,302.7374,-0.8062,1.59,2.19,1.66,1.95,0.74,56,70,0.65,,0.22,C,,1G302730-008178,G302.722-00.816,,,Simbad,192.4209,-63.6773,2
2G0032853-0005691,3.2854,-0.0569,1.26,3.49,2.72,3.13,0.86,63,114,0.63,0.18,0.37,R,P,1G003273-000593,G003.266-00.061,,CN39,Simbad,268.3654,-26.1475,2
2G0241735+0040436,24.1736,0.4044,0.19,0.34,0.26,0.3,0.09,180,61,0.67,0.08,0.15,R,,1G024174+004017,G024.174+00.403,,,Simbad,278.4788,-7.6022,2
2G3503952-0005835,350.3952,-0.0583,0.07,0.32,0.26,0.29,0.12,28,122,0.55,0.2,0.16,R,,1G350395-000604,G350.395-00.058,,CS104,Simbad,260.2165,-37.0241,2
2G0117681+0058393,11.7682,0.5839,1.43,1.63,0.97,1.34,0.7,40,59,0.81,,0.13,C,,,G011.769+00.567,,,Simbad,272.3086,-18.4606,2
2G3048644+0024469,304.8645,0.2447,0.28,0.93,0.64,0.8,0.21,64,79,0.72,,0.25,C,,1G304864+002464,G304.864+00.243,,,Simbad,197.0568,-62.564,2
2G0144897+0002083,14.4898,0.0208,0.05,0.25,0.16,0.21,0.07,116,134,0.77,0.32,0.31,R,,1G014491+000238,G014.489+00.020,,,Simbad,274.1944,-16.3425,2
2G3519201+0011586,351.9201,0.1159,0.24,0.57,0.46,0.52,0.17,103,96,0.61,0.15,0.16,R,,1G351921+001154,G351.919+00.114,,,Simbad,261.1109,-35.6689,2
2G0340257+0023604,34.0258,0.2361,0.18,0.25,0.2,0.22,0.07,33,106,0.61,0.19,0.13,R,,,G034.023+00.233,,,Simbad,283.1482,1.0812,2
2G3035590-0054128,303.5591,-0.5413,0.87,0.71,0.53,0.63,0.35,34,89,0.66,0.06,0.25,R,,1G303557-005450,G303.557-00.539,,,Simbad,194.2605,-63.4062,2
2G3136804+0031503,313.6805,0.315,0.09,0.36,0.25,0.31,0.07,47,23,0.73,,0.31,C,,,G313.682+00.313,,,Simbad,215.2419,-60.6747,2
2G0310516+0035071,31.0517,0.3507,0.14,0.43,0.37,0.4,0.14,81,96,0.52,0.14,0.18,R,,1G031051+003520,G031.050+00.353,,,Simbad,281.6897,-1.5133,2
2G0412083-0016737,41.2083,-0.1674,0.12,0.61,0.34,0.5,0.07,172,18,0.83,,0.12,C,,,G041.207-00.167,,,Simbad,286.8042,7.2835,2
2G0032101-0010494,3.2101,-0.105,0.05,0.26,0.16,0.22,0.04,17,65,0.8,0.25,0.18,R,D,,,,CN37,Simbad,268.369,-26.2368,2
2G3389288+0039354,338.9288,0.3936,0.05,0.28,0.22,0.25,0.03,11,78,0.64,,0.24,C,,1G338928+003899,G338.926+00.392,,,Simbad,250.3183,-45.7987,2
2G0086259-0053254,8.6259,-0.5325,0.24,1.06,0.9,0.98,0.2,175,112,0.53,0.07,0.11,C,,,,,CN119,Simbad,271.7223,-21.7495,2
2G3428058-0002596,342.8058,-0.026,0.37,0.93,0.58,0.77,0.19,180,100,0.78,0.04,0.24,R,,1G342807-000288,G342.809-00.031,,,Simbad,254.2591,-43.0969,2
2G3523843-0039147,352.3844,-0.3915,0.5,0.53,0.4,0.47,0.22,35,78,0.66,0.12,0.09,C,,,G352.386-00.391,,,Simbad,261.9477,-35.5677,2
2G0078104-0061407,7.8105,-0.6141,0.58,2.61,1.92,2.29,0.36,160,70,0.68,,0.26,C,,1G007810-006101,G007.812-00.618,,,Simbad,271.3695,-22.501,2
2G3118428-0021805,311.8428,-0.2181,0.1,0.4,0.33,0.37,0.06,33,55,0.58,,0.26,C,,1G311842-002177,G311.841-00.219,5.7,,Simbad,211.9684,-61.7603,2
2G3410839-0014435,341.084,-0.1444,0.08,0.32,0.28,0.3,0.05,73,126,0.51,0.14,0.22,R,,1G341084-001458,G341.085-00.145,,,Simbad,252.8823,-44.5081,2
2G0612975-0033161,61.2975,-0.3316,0.32,0.57,0.41,0.5,0.29,12,105,0.69,0.25,0.42,R,,1G061294-003308,G061.292-00.331,9.9,,Simbad,297.0062,24.8462,2
2G0440313-0017232,44.0314,-0.1723,0.35,0.59,0.4,0.5,0.12,4,80,0.73,,0.14,C,,1G044034-001687,G044.033-00.173,,,Simbad,288.1263,9.7856,2
2G3273581-0010455,327.3581,-0.1046,0.21,0.53,0.36,0.45,0.19,44,112,0.72,0.08,0.12,C,,1G327358-001056,G327.358-00.103,,,Simbad,237.8577,-54.2095,2
2G0143891-0002266,14.3891,-0.0227,0.14,0.27,0.21,0.24,0.09,65,107,0.63,0.12,0.12,C,,1G014389-000194,G014.391-00.023,,,Simbad,274.1844,-16.4518,2
2G0336276-0001676,33.6277,-0.0168,0.14,0.33,0.26,0.29,0.15,26,119,0.63,0.11,0.07,C,,,G033.627-00.017,,,Simbad,283.1917,0.6116,2
2G3579868-0015789,357.9868,-0.1579,0.33,0.32,0.26,0.29,0.11,55,72,0.59,0.05,0.55,R,,1G357987-001576,G357.985-00.161,,,Simbad,265.3417,-30.7326,2
2G3411305-0035419,341.1305,-0.3542,0.11,0.21,0.19,0.2,0.05,18,49,0.48,,0.15,C,D,,G341.131-00.354,,,Simbad,253.1511,-44.6056,2
2G3267809+0066789,326.781,0.6679,0.14,0.83,0.54,0.7,0.07,71,42,0.76,,0.62,C,,1G326778+006732,G326.780+00.669,,,Simbad,236.269,-53.9618,2
2G0562608-0016736,56.2609,-0.1674,0.11,0.4,0.35,0.37,0.08,34,87,0.49,0.18,0.4,R,,,G056.263-00.171,4.7,,Simbad,294.1409,20.5553,2
2G3547830+0082756,354.7831,0.8276,0.11,0.23,0.19,0.21,0.04,132,56,0.57,,0.16,C,,,,,CS42,Simbad,262.3279,-32.8954,2
2G0389547-0053437,38.9547,-0.5344,0.39,1.11,0.9,1.02,0.24,109,135,0.58,0.16,0.33,R,,1G038951-005298,G038.956-00.543,,,Simbad,286.0908,5.1132,2
2G0135756-0022511,13.5756,-0.2251,0.08,0.26,0.23,0.24,0.06,65,74,0.45,,0.14,C,,1G013576-002262,G013.576-00.227,,,Simbad,273.9659,-17.2636,2
2G3503264+0009112,350.3265,0.0911,0.15,0.93,0.83,0.88,0.1,50,49,0.45,,0.39,C,,1G350327+000925,G350.328+00.090,,CS106,Simbad,260.0138,-36.9952,2
2G3388381-0031605,338.8381,-0.3161,0.32,1.05,0.88,0.97,0.26,9,106,0.54,0.35,0.61,R,,1G338841-003166,G338.837-00.318,,S31,Simbad,251.0026,-46.3339,2
2G3314262-0037217,331.4262,-0.3722,0.06,0.31,0.25,0.28,0.05,1,121,0.6,0.1,0.22,R,,1G331427-003722,G331.427-00.372,,,Simbad,243.2382,-51.7322,2
2G0494312-0000839,49.4313,-0.0084,0.08,0.38,0.28,0.34,0.11,72,122,0.67,0.27,0.24,R,,1G049431-000059,G049.431-00.009,5.5,,Simbad,290.5591,14.637,2
2G3117883+0008542,311.7883,0.0854,0.17,0.55,0.42,0.49,0.16,8,144,0.63,0.17,0.22,R,,1G311791+000846,G311.794+00.084,,,Simbad,211.674,-61.4855,2
2G3066717-0026041,306.6718,-0.2604,0.14,0.88,0.69,0.79,0.11,40,34,0.62,,0.14,C,,,,,,Simbad,201.0895,-62.8929,2
2G0269092+0010179,26.9093,0.1018,0.62,0.91,0.67,0.8,0.52,72,113,0.67,0.07,0.13,R,,1G026908+001061,G026.910+00.100,,,Simbad,280.0143,-5.3114,2
2G3141361+0037527,314.1362,0.3753,0.21,0.68,0.46,0.58,0.13,160,116,0.73,0.05,0.13,R,,1G314139+003753,G314.138+00.373,,,Simbad,216.0701,-60.461,2
2G3583818-0084342,358.3819,-0.8434,0.25,1.83,1.09,1.51,0.21,46,53,0.8,,0.26,C,,1G358383-008437,G358.397-00.861,,,Simbad,266.2618,-30.7566,2
2G0122282-0011318,12.2282,-0.1132,0.23,0.82,0.55,0.7,0.09,76,82,0.75,,0.15,C,,1G012229-001117,G012.228-00.115,,,Simbad,273.186,-18.3936,2
2G3109998-0035807,310.9998,-0.3581,0.4,0.99,0.62,0.82,0.23,65,66,0.78,,0.21,C,,1G311004-003548,G311.003-00.355,14.5,,Simbad,210.3305,-62.1302,2
2G3237559-0004673,323.7559,-0.0467,0.2,0.48,0.31,0.4,0.11,21,65,0.75,0.13,0.17,R,,,G323.756-00.049,,,Simbad,232.7395,-56.3277,2
2G3148549-0020761,314.8549,-0.2076,0.29,0.53,0.41,0.47,0.19,10,111,0.64,0.13,0.11,R,,1G314856-002083,G314.858-00.210,,,Simbad,217.8657,-60.7427,2
2G3434857+0004587,343.4857,0.0459,0.03,0.4,0.28,0.34,0.03,131,6,0.71,,0.21,C,,1G343484+000450,G343.484+00.044,,,Simbad,254.7585,-42.5197,2
2G3517680+0010100,351.768,0.101,0.36,0.93,0.63,0.79,0.28,154,118,0.74,0.23,0.25,R,,1G351768+001015,G351.767+00.103,,CS77,Simbad,261.0205,-35.8029,2
2G0289336-0058848,28.9336,-0.5885,0.74,2.64,2.45,2.55,0.44,15,113,0.37,0.08,0.13,R,P,1G028934-005833,G028.951-00.594,,,Simbad,281.5586,-3.8266,2
2G0314022-0026952,31.4022,-0.2695,0.41,0.68,0.47,0.58,0.24,173,144,0.73,0.15,0.33,R,,1G031403-002638,G031.403-00.268,9.1,,Simbad,282.4017,-1.4843,2
2G3033094-0052293,303.3095,-0.5229,0.12,0.73,0.57,0.65,0.1,75,69,0.62,,0.26,C,,1G303307-005265,G303.310-00.524,,,Simbad,193.7025,-63.3922,2
2G3114233+0060325,311.4234,0.6033,0.31,0.67,0.44,0.57,0.22,171,76,0.75,0.09,0.13,R,,1G311423+006015,G311.425+00.598,,,Simbad,210.6435,-61.0902,2
2G3167817+0015930,316.7817,0.1593,0.31,0.54,0.31,0.44,0.19,61,157,0.81,0.13,0.24,R,,1G316781+001588,G316.780+00.159,,,Simbad,221.1256,-59.6372,2
2G0300078-0007714,30.0078,-0.0771,0.32,1.04,0.71,0.89,0.19,55,85,0.73,,0.14,C,,1G030008-000800,G030.007-00.084,,,Simbad,281.5939,-2.6374,2
2G3260524-0043849,326.0524,-0.4385,1.23,6.24,3.91,5.21,0.81,10,93,0.78,0.04,0.08,C,,,G326.036-00.497,,,Simbad,236.445,-55.2826,2
2G0163150-0074683,16.315,-0.7468,0.16,0.34,0.25,0.3,0.13,33,75,0.67,0.19,0.16,R,,1G016314-007465,G016.314-00.748,,,Simbad,275.7923,-15.0957,2
2G0280220-0003544,28.0221,-0.0355,0.32,2.1,1.74,1.93,0.24,53,59,0.56,,0.24,C,P,1G028028-000333,G028.022-00.043,9.0,N47,Simbad,280.648,-4.3848,2
2G3391094+0015411,339.1094,0.1541,0.32,0.65,0.59,0.62,0.24,30,100,0.4,0.06,0.13,R,,1G339108+001531,G339.106+00.152,5.0,,Simbad,250.7474,-45.8207,2
2G0279816+0007400,27.9816,0.074,0.18,0.71,0.62,0.67,0.14,28,100,0.5,0.19,0.13,R,,1G027981+000753,G027.980+00.080,10.3,,Simbad,280.5318,-4.3707,2
2G0241525-0001218,24.1526,-0.0122,0.4,0.32,0.2,0.27,0.12,3,56,0.79,0.15,0.12,R,,,G024.153-00.011,,,Simbad,278.8422,-7.8127,2
2G3397028+0031446,339.7029,0.3145,0.24,0.64,0.41,0.54,0.14,26,70,0.76,0.05,0.18,R,,,,,,Simbad,251.1297,-45.2673,2
2G3331495-0003068,333.1496,-0.0307,0.11,0.38,0.26,0.33,0.1,39,54,0.71,0.12,0.11,C,,,,,,Simbad,244.8357,-50.2911,2
2G3374887-0053431,337.4887,-0.5343,0.16,0.71,0.56,0.64,0.14,49,80,0.63,0.24,0.3,R,,1G337488-005347,G337.487-00.534,,S38,Simbad,249.9396,-47.492,2
2G0065762-0008550,6.5763,-0.0855,0.09,0.42,0.37,0.4,0.07,53,98,0.47,0.14,0.23,R,,1G006576-000836,G006.575-00.086,,CN83,Simbad,270.2102,-23.3148,2
2G0238417+0009811,23.8418,0.0981,0.12,0.64,0.56,0.6,0.08,7,96,0.49,0.16,0.23,R,,1G023842+000976,G023.840+00.099,,N31,Simbad,278.5989,-8.0378,2
2G3138097+0013360,313.8098,0.1336,0.33,1.95,1.6,1.78,0.31,56,96,0.57,0.19,0.58,R,,1G313809+001340,G313.806+00.134,,S120,Simbad,215.6173,-60.801,2
2G0133453-0032477,13.3453,-0.3248,0.18,0.56,0.33,0.46,0.13,12,110,0.8,0.15,0.14,R,,1G013345-003219,G013.342-00.323,,,Simbad,273.9428,-17.5136,2
2G0164186-0036962,16.4187,-0.3696,0.11,0.26,0.23,0.25,0.11,156,84,0.52,0.18,0.22,R,,1G016420-003700,G016.419-00.371,,,Simbad,275.4979,-14.8271,2
2G0310369+0044458,31.0369,0.4446,0.24,0.79,0.58,0.69,0.12,171,97,0.69,0.15,0.28,R,,1G031037+004491,G031.034+00.449,12.7,,Simbad,281.5994,-1.4836,2
2G0489516-0042805,48.9517,-0.428,1.24,6.36,4.18,5.38,0.54,14,61,0.75,,0.15,C,,,,,,Simbad,290.7076,14.0162,2
2G3105608-0019244,310.5609,-0.1925,0.07,0.28,0.24,0.26,0.05,7,89,0.51,0.15,0.19,R,,1G310561-001926,G310.560-00.194,,,Simbad,209.3325,-62.0843,2
2G3118461-0026176,311.8462,-0.2618,0.26,0.55,0.42,0.49,0.17,41,140,0.65,0.08,0.1,C,,,G311.843-00.261,,,Simbad,212.0023,-61.8011,2
2G0377507+0056100,37.7508,0.561,0.64,0.71,0.57,0.64,0.32,72,63,0.6,0.13,0.15,R,,1G037754+005577,G037.754+00.560,12.2,,Simbad,284.5604,4.5441,2
2G0304632-0018842,30.4633,-0.1884,0.21,0.52,0.43,0.47,0.13,18,90,0.57,0.11,0.21,R,,1G030465-001883,G030.463-00.191,,,Simbad,281.9011,-2.2829,2
2G0240736+0013797,24.0737,0.138,0.12,0.42,0.38,0.4,0.1,173,51,0.43,0.15,0.1,R,,1G024073+001379,G024.072+00.139,,,Simbad,278.671,-7.8136,2
2G0082813-0013731,8.2813,-0.1373,0.18,0.92,0.57,0.77,0.15,102,65,0.78,,0.25,C,,1G008282-001351,G008.281-00.133,,,Simbad,271.1696,-21.857,2
2G0229126-0005123,22.9126,-0.0512,0.46,1.45,1.01,1.25,0.37,1,82,0.72,,0.15,C,,,G022.907-00.048,,,Simbad,278.2996,-8.9312,2
2G0486426+0025088,48.6426,0.2509,0.66,2.19,1.66,1.94,0.54,44,85,0.65,0.21,0.33,R,,1G048643+002474,G048.630+00.230,10.7,,Simbad,289.9402,14.0628,2
2G0071750+0008662,7.1751,0.0866,0.06,0.52,0.49,0.51,0.06,53,51,0.32,,0.18,C,,1G007177+000858,G007.176+00.087,,,Simbad,270.3701,-22.7094,2
2G3004279-0018129,300.4279,-0.1813,0.14,0.49,0.32,0.41,0.06,45,88,0.75,,0.14,C,,1G300428-001807,G300.427-00.180,,S171,Simbad,187.3474,-62.9458,2
2G3114956-0039164,311.4957,-0.3916,0.68,1.6,1.2,1.41,0.37,14,62,0.66,,0.13,C,,1G311497-003942,G311.484-00.396,,,Simbad,211.3684,-62.0261,2
2G0121931-0012722,12.1931,-0.1272,0.07,0.45,0.32,0.39,0.05,38,27,0.7,,0.24,C,,1G012197-001292,G012.194-00.129,,,Simbad,273.1812,-18.4311,2
2G3454989+0030784,345.499,0.3079,0.29,0.62,0.43,0.53,0.18,33,58,0.71,0.11,0.15,R,,1G345496+003070,G345.493+00.303,13.9,,Simbad,256.1333,-40.7685,2
2G0396684-0016009,39.6685,-0.1601,0.28,0.41,0.32,0.37,0.09,164,42,0.63,0.06,0.1,C,,1G039668-001591,G039.667-00.158,,,Simbad,286.0856,5.9192,2
2G0195917+0002528,19.5917,0.0253,0.06,0.39,0.34,0.37,0.04,37,35,0.5,,0.12,C,,1G019593+000262,G019.594+00.024,,,Simbad,276.6653,-11.8382,2
2G0321571+0012741,32.1571,0.1274,0.21,0.6,0.4,0.51,0.14,120,112,0.74,0.13,0.16,R,,1G032158+001306,G032.152+00.131,6.1,,Simbad,282.3928,-0.6315,2
2G0211405-0030450,21.1405,-0.3045,0.09,0.34,0.21,0.28,0.06,71,111,0.78,0.12,0.17,R,,1G021140-003042,G021.137-00.307,13.0,,Simbad,277.6964,-10.6197,2
2G0445027+0033495,44.5028,0.335,0.19,0.79,0.69,0.74,0.12,53,79,0.47,,0.2,C,,1G044503+003373,G044.501+00.332,16.6,,Simbad,287.8912,10.4383,2
2G3543559+0014454,354.356,0.1446,0.05,0.23,0.19,0.21,0.04,1,20,0.56,,0.21,C,,,G354.354+00.144,,,Simbad,262.7282,-33.6281,2
2G0287921+0024758,28.7922,0.2476,0.61,0.66,0.37,0.54,0.27,6,48,0.83,0.1,0.14,R,D,,G028.788+00.241,7.4,,Simbad,280.7486,-3.5705,2
2G3444274+0003999,344.4275,0.04,0.81,0.8,0.6,0.7,0.41,58,100,0.66,0.07,0.09,C,,1G344427+000424,G344.424+00.044,5.0,,Simbad,255.547,-41.7813,2
2G3375111-0054715,337.5112,-0.5472,0.48,1.72,1.27,1.51,0.3,65,82,0.67,,0.32,C,,1G337511-005455,G337.515-00.543,,,Simbad,249.976,-47.4837,2
2G0369912-0022785,36.9913,-0.2278,0.48,0.53,0.41,0.47,0.14,61,95,0.64,0.08,0.12,C,D,1G036992-002298,G036.993-00.231,6.8,,Simbad,284.916,3.5081,2
2G0188463-0047658,18.8464,-0.4766,0.24,0.87,0.72,0.8,0.17,42,128,0.57,0.17,0.16,R,D,1G018848-004761,G018.851-00.482,,,Simbad,276.7645,-12.7315,2
2G0042800+0003274,4.2801,0.0328,0.09,0.44,0.35,0.4,0.06,15,55,0.62,,0.21,C,D,,G004.283+00.031,,CN54 CN55,Simbad,268.838,-25.2441,2
2G0368731+0050544,36.8732,0.5054,0.05,0.24,0.2,0.22,0.03,175,92,0.55,,0.23,C,,,,,,Simbad,284.2084,3.7379,2
2G3398443+0030692,339.8443,0.3069,0.19,0.78,0.68,0.74,0.2,174,104,0.49,0.37,0.26,R,,1G339846+003050,G339.845+00.299,14.2,S28,Simbad,251.2689,-45.1651,2
2G3460548-0002179,346.0549,-0.0218,0.05,0.36,0.24,0.31,0.03,5,85,0.76,,0.35,C,,1G346051-000216,G346.056-00.020,,,Simbad,256.9218,-40.5239,2
2G0174750+0012589,17.475,0.1259,0.14,0.59,0.52,0.56,0.1,6,102,0.46,0.12,0.44,R,,1G017476+001267,G017.475+00.128,,,Simbad,275.5588,-13.6619,2
2G2984189-0074541,298.419,-0.7454,0.22,1.49,0.99,1.26,0.13,23,73,0.75,,0.21,C,,1G298419-007416,G298.416-00.743,,S178 S180,Simbad,182.7877,-63.2636,2
2G0329871-0033588,32.9872,-0.3359,0.36,1.71,1.36,1.55,0.28,3,139,0.61,0.17,0.39,R,,1G032985-003351,G032.982-00.338,11.0,,Simbad,283.1836,-0.104,2
2G3375306-0030245,337.5307,-0.3025,0.57,1.5,1.09,1.31,0.35,14,104,0.69,,0.25,C,,1G337529-002977,,,,Simbad,249.7253,-47.3063,2
2G3114758+0009813,311.4759,0.0981,0.5,1.05,0.75,0.91,0.26,178,124,0.7,0.11,0.12,C,,1G311466+000989,G311.471+00.106,,,Simbad,211.0379,-61.5615,2
2G3324526-0017844,332.4527,-0.1784,0.13,0.57,0.4,0.49,0.1,5,62,0.71,,0.19,C,,1G332452-001779,G332.450-00.177,,,Simbad,244.2121,-50.8834,2
2G0298547-0024578,29.8547,-0.2458,0.13,0.47,0.31,0.4,0.17,74,50,0.76,0.15,0.21,R,,1G029856-002453,G029.854-00.245,,,Simbad,281.6742,-2.8506,2
2G0528963-0088045,52.8964,-0.8804,0.33,0.33,0.27,0.3,0.15,169,87,0.57,0.11,0.11,C,,1G052896-008829,G052.895-00.878,,,Simbad,293.0743,17.2675,2
2G3570305-0011028,357.0305,-0.1103,0.03,0.22,0.2,0.21,0.02,23,73,0.32,,0.28,C,,,,,,Simbad,264.7011,-31.5175,2
